10,0.8296258847320526,"tensor(28.2857, device='cuda:0')","tensor(27.4328, device='cuda:0')","tensor(21.5079, device='cuda:0')","tensor(19.2698, device='cuda:0')","tensor(18.7385, device='cuda:0')","tensor(17.6029, device='cuda:0')","tensor(21.2364, device='cuda:0')","tensor(18.6346, device='cuda:0')","tensor(16.0755, device='cuda:0')","tensor(18.7324, device='cuda:0')","tensor(16.3433, device='cuda:0')","tensor(18.8036, device='cuda:0')","tensor(16.0794, device='cuda:0')","tensor(18.0893, device='cuda:0')","tensor(17.4861, device='cuda:0')","tensor(17.1571, device='cuda:0')","tensor(15.1452, device='cuda:0')","tensor(17.3333, device='cuda:0')","tensor(16.8103, device='cuda:0')","tensor(19.4242, device='cuda:0')","tensor(18.1525, device='cuda:0')","tensor(18.7377, device='cuda:0')","tensor(18.1803, device='cuda:0')","tensor(14.8226, device='cuda:0')","tensor(17.2958, device='cuda:0')","tensor(16.6875, device='cuda:0')","tensor(18.8197, device='cuda:0')","tensor(19.5352, device='cuda:0')","tensor(16.7344, device='cuda:0')","tensor(16.8750, device='cuda:0')","tensor(19.2979, device='cuda:0')","tensor(18.0169, device='cuda:0')"
S,error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
30,0.8351870576339737,0.12698412698412698,0.23880597014925373,0.19047619047619047,0.3968253968253968,0.4461538461538462,0.5294117647058824,0.8181818181818182,0.7692307692307693,0.9245283018867925,0.9859154929577465,0.9701492537313433,0.9821428571428571,0.9523809523809523,0.9821428571428571,0.9861111111111112,0.9714285714285714,0.9838709677419355,1.0,0.9827586206896551,0.9848484848484849,0.9661016949152542,0.9672131147540983,1.0,0.9838709677419355,0.971830985915493,1.0,1.0,0.9577464788732394,0.96875,0.9583333333333334,1.0,0.847457627118644
30,0.8351870576339737,"tensor(9.4603, device='cuda:0')","tensor(16.0299, device='cuda:0')","tensor(13.1905, device='cuda:0')","tensor(12.6032, device='cuda:0')","tensor(13.9538, device='cuda:0')","tensor(11.0294, device='cuda:0')","tensor(11.7818, device='cuda:0')","tensor(10.2308, device='cuda:0')","tensor(10.5472, device='cuda:0')","tensor(12.7324, device='cuda:0')","tensor(11.6567, device='cuda:0')","tensor(13.7857, device='cuda:0')","tensor(9.1111, device='cuda:0')","tensor(12.4464, device='cuda:0')","tensor(11.8472, device='cuda:0')","tensor(12.2571, device='cuda:0')","tensor(10.7419, device='cuda:0')","tensor(11.9500, device='cuda:0')","tensor(9.6034, device='cuda:0')","tensor(12.6667, device='cuda:0')","tensor(11.9153, device='cuda:0')","tensor(12.1311, device='cuda:0')","tensor(11.4426, device='cuda:0')","tensor(10.4677, device='cuda:0')","tensor(11.1690, device='cuda:0')","tensor(12., device='cuda:0')","tensor(12.5410, device='cuda:0')","tensor(10.5915, device='cuda:0')","tensor(12.6094, device='cuda:0')","tensor(12.6042, device='cuda:0')","tensor(15.3617, device='cuda:0')","tensor(13.4237, device='cuda:0')"
S,error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
5,0.8367037411526794,0.15873015873015872,0.23880597014925373,0.2698412698412698,0.4444444444444444,0.5692307692307692,0.5735294117647058,0.7090909090909091,0.8846153846153846,0.9433962264150944,0.9154929577464789,0.9701492537313433,0.9464285714285714,0.9682539682539683,0.9642857142857143,0.9722222222222222,1.0,0.9838709677419355,0.9666666666666667,0.9655172413793104,0.9848484848484849,0.9661016949152542,0.9836065573770492,0.9836065573770492,0.967741935483871,0.9859154929577465,0.96875,0.9836065573770492,0.971830985915493,0.953125,0.9375,0.9574468085106383,0.7796610169491526
5,0.8367037411526794,"tensor(16.9524, device='cuda:0')","tensor(23.8955, device='cuda:0')","tensor(24.3492, device='cuda:0')","tensor(19.3810, device='cuda:0')","tensor(20.5385, device='cuda:0')","tensor(21.4853, device='cuda:0')","tensor(19.4000, device='cuda:0')","tensor(17.9038, device='cuda:0')","tensor(18.2264, device='cuda:0')","tensor(20.8873, device='cuda:0')","tensor(19.2836, device='cuda:0')","tensor(19.9107, device='cuda:0')","tensor(17.3651, device='cuda:0')","tensor(20.6607, device='cuda:0')","tensor(20.4444, device='cuda:0')","tensor(19.3857, device='cuda:0')","tensor(17.8871, device='cuda:0')","tensor(19.1667, device='cuda:0')","tensor(19., device='cuda:0')","tensor(20.7121, device='cuda:0')","tensor(20.0339, device='cuda:0')","tensor(20.5738, device='cuda:0')","tensor(20.2131, device='cuda:0')","tensor(18.6613, device='cuda:0')","tensor(19.0986, device='cuda:0')","tensor(18.4844, device='cuda:0')","tensor(21.5574, device='cuda:0')","tensor(20.7324, device='cuda:0')","tensor(19.3750, device='cuda:0')","tensor(18.9792, device='cuda:0')","tensor(20.8298, device='cuda:0')","tensor(19.8475, device='cuda:0')"
S,error_bar,layer1,layer2,layer3,layer4,layer5,layer6,layer7,layer8,layer9,layer10,layer11,layer12,layer13,layer14,layer15,layer16,layer17,layer18,layer19,layer20,layer21,layer22,layer23,layer24,layer25,layer26,layer27,layer28,layer29,layer30,layer31,layer32
40,0.8766430738119313,0.2222222222222222,0.29850746268656714,0.36507936507936506,0.5714285714285714,0.7538461538461538,0.7794117647058824,0.8909090909090909,0.9230769230769231,1.0,0.9577464788732394,1.0,0.9821428571428571,0.9682539682539683,0.9821428571428571,0.9305555555555556,0.9714285714285714,0.967741935483871,1.0,0.9827586206896551,0.9696969696969697,0.9830508474576272,0.9836065573770492,1.0,0.9838709677419355,1.0,1.0,1.0,0.9859154929577465,0.953125,0.9791666666666666,0.9574468085106383,0.8135593220338984
40,0.8766430738119313,"tensor(2.8254, device='cuda:0')","tensor(9.4776, device='cuda:0')","tensor(6.5079, device='cuda:0')","tensor(8.8254, device='cuda:0')","tensor(10.7538, device='cuda:0')","tensor(11.6176, device='cuda:0')","tensor(9.8909, device='cuda:0')","tensor(9.5769, device='cuda:0')","tensor(10.1698, device='cuda:0')","tensor(11.3662, device='cuda:0')","tensor(10., device='cuda:0')","tensor(11.9286, device='cuda:0')","tensor(8.5556, device='cuda:0')","tensor(10.0179, device='cuda:0')","tensor(10.6528, device='cuda:0')","tensor(10.8857, device='cuda:0')","tensor(8.7097, device='cuda:0')","tensor(10.8667, device='cuda:0')","tensor(8.6207, device='cuda:0')","tensor(10.3182, device='cuda:0')","tensor(10.0169, device='cuda:0')","tensor(10.9344, device='cuda:0')","tensor(9.6393, device='cuda:0')","tensor(8.6452, device='cuda:0')","tensor(9.0282, device='cuda:0')","tensor(10.6719, device='cuda:0')","tensor(11.5246, device='cuda:0')","tensor(7.7324, device='cuda:0')","tensor(10.1875, device='cuda:0')","tensor(11.5833, device='cuda:0')","tensor(12.5319, device='cuda:0')","tensor(9.9661, device='cuda:0')"
